case_num,model_type,policy,oracle_non_deployable,repetition,concept_indices_in_query_order
497,soft,random_error_oracle,1,7,"[2,4]"
498,soft,random_error_oracle,1,7,"[3,4]"
50,soft,random_error_oracle,1,7,"[4,5,2]"
500,soft,random_error_oracle,1,7,[]
502,soft,random_error_oracle,1,7,[2]
503,soft,random_error_oracle,1,7,[5]
504,soft,random_error_oracle,1,7,[]
506,soft,random_error_oracle,1,7,[]
507,soft,random_error_oracle,1,7,[]
508,soft,random_error_oracle,1,7,[]
510,soft,random_error_oracle,1,7,[]
511,soft,random_error_oracle,1,7,[]
512,soft,random_error_oracle,1,7,[]
513,soft,random_error_oracle,1,7,[1]
514,soft,random_error_oracle,1,7,[]
515,soft,random_error_oracle,1,7,[]
516,soft,random_error_oracle,1,7,[5]
517,soft,random_error_oracle,1,7,"[5,0,1,6,2]"
519,soft,random_error_oracle,1,7,[]
52,soft,random_error_oracle,1,7,[3]
520,soft,random_error_oracle,1,7,[5]
521,soft,random_error_oracle,1,7,"[2,3,4]"
522,soft,random_error_oracle,1,7,"[4,2,0]"
523,soft,random_error_oracle,1,7,[4]
524,soft,random_error_oracle,1,7,[]
526,soft,random_error_oracle,1,7,"[1,6]"
527,soft,random_error_oracle,1,7,[]
528,soft,random_error_oracle,1,7,"[3,4]"
529,soft,random_error_oracle,1,7,"[2,4,3]"
53,soft,random_error_oracle,1,7,[3]
530,soft,random_error_oracle,1,7,[]
531,soft,random_error_oracle,1,7,[]
532,soft,random_error_oracle,1,7,"[4,6]"
54,soft,random_error_oracle,1,7,[2]
55,soft,random_error_oracle,1,7,[3]
56,soft,random_error_oracle,1,7,[2]
57,soft,random_error_oracle,1,7,[2]
577,soft,random_error_oracle,1,7,"[5,6]"
578,soft,random_error_oracle,1,7,[]
579,soft,random_error_oracle,1,7,[4]
58,soft,random_error_oracle,1,7,"[5,3,2]"
580,soft,random_error_oracle,1,7,"[0,5]"
581,soft,random_error_oracle,1,7,[1]
583,soft,random_error_oracle,1,7,"[3,2]"
585,soft,random_error_oracle,1,7,"[1,3,6]"
586,soft,random_error_oracle,1,7,"[0,5]"
587,soft,random_error_oracle,1,7,"[2,6]"
588,soft,random_error_oracle,1,7,"[6,1,2]"
589,soft,random_error_oracle,1,7,"[2,5,6]"
59,soft,random_error_oracle,1,7,[2]
590,soft,random_error_oracle,1,7,"[0,1,2,6]"
591,soft,random_error_oracle,1,7,[0]
592,soft,random_error_oracle,1,7,"[3,1,0]"
593,soft,random_error_oracle,1,7,"[2,5,0,6]"
594,soft,random_error_oracle,1,7,"[2,4]"
595,soft,random_error_oracle,1,7,"[0,5,1]"
596,soft,random_error_oracle,1,7,"[1,0]"
597,soft,random_error_oracle,1,7,"[1,6,0]"
598,soft,random_error_oracle,1,7,[]
599,soft,random_error_oracle,1,7,"[0,4]"
60,soft,random_error_oracle,1,7,[]
601,soft,random_error_oracle,1,7,"[1,5,0]"
604,soft,random_error_oracle,1,7,"[1,3]"
605,soft,random_error_oracle,1,7,[6]
606,soft,random_error_oracle,1,7,"[0,2,5]"
607,soft,random_error_oracle,1,7,[6]
608,soft,random_error_oracle,1,7,"[3,1]"
609,soft,random_error_oracle,1,7,"[5,0]"
61,soft,random_error_oracle,1,7,[3]
610,soft,random_error_oracle,1,7,"[2,6]"
611,soft,random_error_oracle,1,7,"[0,6,5,2]"
612,soft,random_error_oracle,1,7,"[5,6,2]"
613,soft,random_error_oracle,1,7,"[1,5,6]"
615,soft,random_error_oracle,1,7,"[0,6]"
616,soft,random_error_oracle,1,7,"[2,6,0]"
618,soft,random_error_oracle,1,7,[6]
619,soft,random_error_oracle,1,7,"[3,0,5,6,4,2]"
62,soft,random_error_oracle,1,7,[6]
620,soft,random_error_oracle,1,7,"[0,5]"
621,soft,random_error_oracle,1,7,"[6,1,2]"
622,soft,random_error_oracle,1,7,[5]
623,soft,random_error_oracle,1,7,"[6,0]"
624,soft,random_error_oracle,1,7,"[5,1]"
625,soft,random_error_oracle,1,7,"[2,0]"
626,soft,random_error_oracle,1,7,"[2,5]"
629,soft,random_error_oracle,1,7,"[0,5,3]"
63,soft,random_error_oracle,1,7,"[2,3]"
630,soft,random_error_oracle,1,7,[5]
631,soft,random_error_oracle,1,7,[]
633,soft,random_error_oracle,1,7,"[0,5,6,2]"
634,soft,random_error_oracle,1,7,[5]
635,soft,random_error_oracle,1,7,"[3,0,6]"
636,soft,random_error_oracle,1,7,"[0,6,5,2]"
637,soft,random_error_oracle,1,7,[0]
638,soft,random_error_oracle,1,7,"[6,5,1]"
639,soft,random_error_oracle,1,7,"[6,0]"
640,soft,random_error_oracle,1,7,"[5,0]"
641,soft,random_error_oracle,1,7,[]
642,soft,random_error_oracle,1,7,[2]
643,soft,random_error_oracle,1,7,"[6,2]"
645,soft,random_error_oracle,1,7,"[4,1,3]"
646,soft,random_error_oracle,1,7,[3]
647,soft,random_error_oracle,1,7,"[1,4,2]"
648,soft,random_error_oracle,1,7,[]
652,soft,random_error_oracle,1,7,[1]
653,soft,random_error_oracle,1,7,"[5,2]"
654,soft,random_error_oracle,1,7,[1]
655,soft,random_error_oracle,1,7,"[0,3]"
656,soft,random_error_oracle,1,7,[2]
657,soft,random_error_oracle,1,7,[]
659,soft,random_error_oracle,1,7,"[5,2]"
66,soft,random_error_oracle,1,7,"[0,6,3,5]"
660,soft,random_error_oracle,1,7,"[6,2]"
661,soft,random_error_oracle,1,7,[]
662,soft,random_error_oracle,1,7,"[1,5,6]"
663,soft,random_error_oracle,1,7,"[1,0]"
664,soft,random_error_oracle,1,7,"[6,1,5,0]"
665,soft,random_error_oracle,1,7,"[1,5,0,2,6]"
666,soft,random_error_oracle,1,7,"[1,0,5,6]"
667,soft,random_error_oracle,1,7,[1]
668,soft,random_error_oracle,1,7,"[2,6,3]"
669,soft,random_error_oracle,1,7,"[2,6]"
67,soft,random_error_oracle,1,7,[]
670,soft,random_error_oracle,1,7,[]
671,soft,random_error_oracle,1,7,[6]
672,soft,random_error_oracle,1,7,[1]
673,soft,random_error_oracle,1,7,"[5,0]"
675,soft,random_error_oracle,1,7,"[2,0]"
676,soft,random_error_oracle,1,7,[3]
677,soft,random_error_oracle,1,7,"[5,0,6,1]"
678,soft,random_error_oracle,1,7,"[4,2]"
679,soft,random_error_oracle,1,7,"[6,2]"
680,soft,random_error_oracle,1,7,"[6,0,2]"
681,soft,random_error_oracle,1,7,"[5,0]"
682,soft,random_error_oracle,1,7,"[4,2,6]"
683,soft,random_error_oracle,1,7,[2]
685,soft,random_error_oracle,1,7,[]
687,soft,random_error_oracle,1,7,[5]
688,soft,random_error_oracle,1,7,[6]
689,soft,random_error_oracle,1,7,"[2,6,4,0]"
690,soft,random_error_oracle,1,7,"[3,0,1,6]"
691,soft,random_error_oracle,1,7,[6]
693,soft,random_error_oracle,1,7,[5]
694,soft,random_error_oracle,1,7,[0]
695,soft,random_error_oracle,1,7,"[2,5,6]"
696,soft,random_error_oracle,1,7,"[2,5,4]"
699,soft,random_error_oracle,1,7,"[1,5,2,6]"
70,soft,random_error_oracle,1,7,"[3,2]"
700,soft,random_error_oracle,1,7,"[3,0]"
701,soft,random_error_oracle,1,7,"[3,0,1]"
702,soft,random_error_oracle,1,7,"[6,4]"
704,soft,random_error_oracle,1,7,"[3,2,1]"
705,soft,random_error_oracle,1,7,"[6,3,0]"
706,soft,random_error_oracle,1,7,"[5,0]"
707,soft,random_error_oracle,1,7,"[0,6]"
709,soft,random_error_oracle,1,7,"[2,3]"
710,soft,random_error_oracle,1,7,"[6,1,2]"
711,soft,random_error_oracle,1,7,"[0,3,6,2,5]"
713,soft,random_error_oracle,1,7,[]
714,soft,random_error_oracle,1,7,"[5,6,0,2]"
718,soft,random_error_oracle,1,7,[]
72,soft,random_error_oracle,1,7,[]
722,soft,random_error_oracle,1,7,"[2,5]"
723,soft,random_error_oracle,1,7,"[1,0,6]"
724,soft,random_error_oracle,1,7,"[3,0,5,1]"
725,soft,random_error_oracle,1,7,"[2,5,6,0]"
727,soft,random_error_oracle,1,7,"[1,5]"
728,soft,random_error_oracle,1,7,"[0,3]"
729,soft,random_error_oracle,1,7,"[6,4]"
73,soft,random_error_oracle,1,7,[]
730,soft,random_error_oracle,1,7,[5]
731,soft,random_error_oracle,1,7,"[5,0,2,6]"
732,soft,random_error_oracle,1,7,"[2,0,6]"
733,soft,random_error_oracle,1,7,"[0,1]"
734,soft,random_error_oracle,1,7,[4]
735,soft,random_error_oracle,1,7,"[0,5,6,2]"
736,soft,random_error_oracle,1,7,"[6,5,2]"
737,soft,random_error_oracle,1,7,"[0,5,2]"
739,soft,random_error_oracle,1,7,"[0,5]"
74,soft,random_error_oracle,1,7,[6]
740,soft,random_error_oracle,1,7,[1]
741,soft,random_error_oracle,1,7,"[0,6]"
744,soft,random_error_oracle,1,7,"[3,0,1,2]"
746,soft,random_error_oracle,1,7,"[4,2,0]"
747,soft,random_error_oracle,1,7,[0]
748,soft,random_error_oracle,1,7,"[1,2,4]"
75,soft,random_error_oracle,1,7,[]
750,soft,random_error_oracle,1,7,"[5,6,4,2]"
751,soft,random_error_oracle,1,7,[]
752,soft,random_error_oracle,1,7,"[6,1]"
754,soft,random_error_oracle,1,7,[4]
757,soft,random_error_oracle,1,7,[5]
758,soft,random_error_oracle,1,7,[]
759,soft,random_error_oracle,1,7,"[1,4]"
760,soft,random_error_oracle,1,7,[]
762,soft,random_error_oracle,1,7,"[1,2]"
763,soft,random_error_oracle,1,7,"[1,3]"
764,soft,random_error_oracle,1,7,"[1,0]"
765,soft,random_error_oracle,1,7,[2]
766,soft,random_error_oracle,1,7,"[0,4,2,6,1]"
767,soft,random_error_oracle,1,7,"[1,3]"
768,soft,random_error_oracle,1,7,"[3,0,4]"
769,soft,random_error_oracle,1,7,"[0,1]"
77,soft,random_error_oracle,1,7,[]
770,soft,random_error_oracle,1,7,"[6,4,5]"
771,soft,random_error_oracle,1,7,"[4,0]"
772,soft,random_error_oracle,1,7,[4]
773,soft,random_error_oracle,1,7,"[2,0,6]"
775,soft,random_error_oracle,1,7,"[5,2,6]"
776,soft,random_error_oracle,1,7,"[2,0,1]"
777,soft,random_error_oracle,1,7,[2]
778,soft,random_error_oracle,1,7,"[5,6]"
779,soft,random_error_oracle,1,7,"[6,1,0]"
78,soft,random_error_oracle,1,7,[6]
780,soft,random_error_oracle,1,7,[]
782,soft,random_error_oracle,1,7,[]
783,soft,random_error_oracle,1,7,[]
784,soft,random_error_oracle,1,7,[6]
785,soft,random_error_oracle,1,7,[2]
786,soft,random_error_oracle,1,7,[3]
787,soft,random_error_oracle,1,7,[2]
789,soft,random_error_oracle,1,7,"[0,4,3,1]"
79,soft,random_error_oracle,1,7,[]
791,soft,random_error_oracle,1,7,"[2,5]"
792,soft,random_error_oracle,1,7,"[6,4]"
794,soft,random_error_oracle,1,7,[]
795,soft,random_error_oracle,1,7,"[3,1,4]"
797,soft,random_error_oracle,1,7,"[4,0]"
799,soft,random_error_oracle,1,7,"[2,4,0,1]"
80,soft,random_error_oracle,1,7,[]
800,soft,random_error_oracle,1,7,[]
801,soft,random_error_oracle,1,7,"[0,4,5,6]"
802,soft,random_error_oracle,1,7,[6]
804,soft,random_error_oracle,1,7,"[1,3,5]"
805,soft,random_error_oracle,1,7,"[1,6,2]"
806,soft,random_error_oracle,1,7,"[4,0]"
807,soft,random_error_oracle,1,7,"[0,6,1,2]"
808,soft,random_error_oracle,1,7,"[4,6]"
809,soft,random_error_oracle,1,7,"[4,3,0,2,1]"
810,soft,random_error_oracle,1,7,[5]
811,soft,random_error_oracle,1,7,[5]
812,soft,random_error_oracle,1,7,"[3,1,2]"
813,soft,random_error_oracle,1,7,[]
815,soft,random_error_oracle,1,7,"[2,6,0,3]"
816,soft,random_error_oracle,1,7,[6]
817,soft,random_error_oracle,1,7,[4]
818,soft,random_error_oracle,1,7,[0]
819,soft,random_error_oracle,1,7,[6]
82,soft,random_error_oracle,1,7,[2]
820,soft,random_error_oracle,1,7,[2]
821,soft,random_error_oracle,1,7,[6]
822,soft,random_error_oracle,1,7,"[5,6,4,3]"
83,soft,random_error_oracle,1,7,[]
853,soft,random_error_oracle,1,7,"[6,3,1]"
854,soft,random_error_oracle,1,7,[1]
855,soft,random_error_oracle,1,7,[2]
856,soft,random_error_oracle,1,7,[6]
857,soft,random_error_oracle,1,7,"[1,5]"
858,soft,random_error_oracle,1,7,"[0,5]"
859,soft,random_error_oracle,1,7,"[2,5]"
860,soft,random_error_oracle,1,7,"[0,6,5]"
861,soft,random_error_oracle,1,7,[]
862,soft,random_error_oracle,1,7,"[6,0]"
863,soft,random_error_oracle,1,7,[]
864,soft,random_error_oracle,1,7,"[0,6,5,3]"
865,soft,random_error_oracle,1,7,"[0,6,3]"
868,soft,random_error_oracle,1,7,[]
869,soft,random_error_oracle,1,7,[]
87,soft,random_error_oracle,1,7,[5]
870,soft,random_error_oracle,1,7,"[5,2,0]"
871,soft,random_error_oracle,1,7,[]
872,soft,random_error_oracle,1,7,"[6,5,0,2]"
873,soft,random_error_oracle,1,7,[3]
874,soft,random_error_oracle,1,7,"[4,0,3,6,1]"
875,soft,random_error_oracle,1,7,"[3,2,0]"
876,soft,random_error_oracle,1,7,[1]
877,soft,random_error_oracle,1,7,[2]
879,soft,random_error_oracle,1,7,"[3,0]"
88,soft,random_error_oracle,1,7,"[2,6,1,0]"
880,soft,random_error_oracle,1,7,[]
882,soft,random_error_oracle,1,7,[]
884,soft,random_error_oracle,1,7,"[2,6,5]"
885,soft,random_error_oracle,1,7,"[0,4,2]"
886,soft,random_error_oracle,1,7,"[5,3,0]"
887,soft,random_error_oracle,1,7,"[5,1]"
888,soft,random_error_oracle,1,7,[6]
889,soft,random_error_oracle,1,7,[5]
89,soft,random_error_oracle,1,7,[]
890,soft,random_error_oracle,1,7,"[6,2,0]"
891,soft,random_error_oracle,1,7,"[2,0]"
892,soft,random_error_oracle,1,7,"[6,0]"
893,soft,random_error_oracle,1,7,[2]
895,soft,random_error_oracle,1,7,"[6,4,5,2]"
896,soft,random_error_oracle,1,7,"[1,3]"
898,soft,random_error_oracle,1,7,"[2,6,0,5]"
899,soft,random_error_oracle,1,7,[5]
900,soft,random_error_oracle,1,7,[5]
901,soft,random_error_oracle,1,7,"[5,0,3,2]"
902,soft,random_error_oracle,1,7,"[6,3]"
903,soft,random_error_oracle,1,7,[]
904,soft,random_error_oracle,1,7,[]
905,soft,random_error_oracle,1,7,"[6,5]"
907,soft,random_error_oracle,1,7,[6]
908,soft,random_error_oracle,1,7,[2]
909,soft,random_error_oracle,1,7,[2]
91,soft,random_error_oracle,1,7,[1]
910,soft,random_error_oracle,1,7,"[6,2]"
912,soft,random_error_oracle,1,7,"[0,6]"
914,soft,random_error_oracle,1,7,"[5,3]"
915,soft,random_error_oracle,1,7,"[3,2,0,5,4,6]"
916,soft,random_error_oracle,1,7,"[6,2,5,0]"
917,soft,random_error_oracle,1,7,"[5,2]"
918,soft,random_error_oracle,1,7,"[6,2,1]"
919,soft,random_error_oracle,1,7,"[5,6,1]"
92,soft,random_error_oracle,1,7,[]
920,soft,random_error_oracle,1,7,[5]
921,soft,random_error_oracle,1,7,"[0,5,3]"
922,soft,random_error_oracle,1,7,"[2,6]"
923,soft,random_error_oracle,1,7,"[4,3,1,2,5]"
924,soft,random_error_oracle,1,7,"[3,6,1]"
925,soft,random_error_oracle,1,7,"[1,5]"
928,soft,random_error_oracle,1,7,[3]
93,soft,random_error_oracle,1,7,[5]
930,soft,random_error_oracle,1,7,[]
931,soft,random_error_oracle,1,7,"[3,1]"
932,soft,random_error_oracle,1,7,[]
933,soft,random_error_oracle,1,7,[]
935,soft,random_error_oracle,1,7,"[6,3,4,5,0,2,1]"
936,soft,random_error_oracle,1,7,[]
95,soft,random_error_oracle,1,7,[5]
96,soft,random_error_oracle,1,7,"[3,2]"
98,soft,random_error_oracle,1,7,"[0,5,2]"
99,soft,random_error_oracle,1,7,"[2,5]"
100,soft,random_error_oracle,1,8,"[5,1]"
1011,soft,random_error_oracle,1,8,"[5,2]"
102,soft,random_error_oracle,1,8,[2]
103,soft,random_error_oracle,1,8,[1]
104,soft,random_error_oracle,1,8,[4]
105,soft,random_error_oracle,1,8,"[0,6,2]"
106,soft,random_error_oracle,1,8,"[2,5]"
107,soft,random_error_oracle,1,8,"[4,3,5]"
109,soft,random_error_oracle,1,8,[]
110,soft,random_error_oracle,1,8,[]
111,soft,random_error_oracle,1,8,[]
112,soft,random_error_oracle,1,8,[]
115,soft,random_error_oracle,1,8,[]
116,soft,random_error_oracle,1,8,[]
117,soft,random_error_oracle,1,8,[]
118,soft,random_error_oracle,1,8,[1]
119,soft,random_error_oracle,1,8,[]
122,soft,random_error_oracle,1,8,"[5,6]"
123,soft,random_error_oracle,1,8,"[6,0]"
124,soft,random_error_oracle,1,8,"[5,6]"
125,soft,random_error_oracle,1,8,"[1,5,6,0]"
126,soft,random_error_oracle,1,8,"[4,5]"
128,soft,random_error_oracle,1,8,[]
129,soft,random_error_oracle,1,8,"[0,5,6]"
130,soft,random_error_oracle,1,8,"[0,6,5]"
131,soft,random_error_oracle,1,8,[1]
133,soft,random_error_oracle,1,8,"[0,5,1,6]"
135,soft,random_error_oracle,1,8,[5]
136,soft,random_error_oracle,1,8,"[5,1,0]"
137,soft,random_error_oracle,1,8,[0]
138,soft,random_error_oracle,1,8,"[1,5]"
139,soft,random_error_oracle,1,8,"[6,2]"
141,soft,random_error_oracle,1,8,"[6,1]"
142,soft,random_error_oracle,1,8,"[1,6]"
143,soft,random_error_oracle,1,8,"[1,5]"
144,soft,random_error_oracle,1,8,[5]
145,soft,random_error_oracle,1,8,[]
146,soft,random_error_oracle,1,8,[]
148,soft,random_error_oracle,1,8,[2]
149,soft,random_error_oracle,1,8,[]
150,soft,random_error_oracle,1,8,[]
151,soft,random_error_oracle,1,8,[]
153,soft,random_error_oracle,1,8,[]
154,soft,random_error_oracle,1,8,[]
155,soft,random_error_oracle,1,8,[1]
156,soft,random_error_oracle,1,8,[2]
157,soft,random_error_oracle,1,8,[]
159,soft,random_error_oracle,1,8,[]
160,soft,random_error_oracle,1,8,[6]
161,soft,random_error_oracle,1,8,[1]
163,soft,random_error_oracle,1,8,[1]
165,soft,random_error_oracle,1,8,"[1,5]"
166,soft,random_error_oracle,1,8,[]
167,soft,random_error_oracle,1,8,[]
168,soft,random_error_oracle,1,8,[]
169,soft,random_error_oracle,1,8,[]
170,soft,random_error_oracle,1,8,[1]
172,soft,random_error_oracle,1,8,[2]
173,soft,random_error_oracle,1,8,[5]
174,soft,random_error_oracle,1,8,[]
175,soft,random_error_oracle,1,8,[0]
176,soft,random_error_oracle,1,8,[]
177,soft,random_error_oracle,1,8,"[5,1,6]"
178,soft,random_error_oracle,1,8,[]
179,soft,random_error_oracle,1,8,[]
181,soft,random_error_oracle,1,8,[]
182,soft,random_error_oracle,1,8,[]
183,soft,random_error_oracle,1,8,"[1,3,5]"
184,soft,random_error_oracle,1,8,[]
185,soft,random_error_oracle,1,8,[]
186,soft,random_error_oracle,1,8,[]
188,soft,random_error_oracle,1,8,[]
189,soft,random_error_oracle,1,8,[]
190,soft,random_error_oracle,1,8,"[6,5]"
192,soft,random_error_oracle,1,8,[5]
193,soft,random_error_oracle,1,8,[]
194,soft,random_error_oracle,1,8,"[6,1]"
195,soft,random_error_oracle,1,8,[1]
196,soft,random_error_oracle,1,8,[]
197,soft,random_error_oracle,1,8,[]
198,soft,random_error_oracle,1,8,[6]
200,soft,random_error_oracle,1,8,[]
201,soft,random_error_oracle,1,8,[1]
203,soft,random_error_oracle,1,8,"[1,2,6,0]"
204,soft,random_error_oracle,1,8,"[5,0]"
207,soft,random_error_oracle,1,8,[]
208,soft,random_error_oracle,1,8,[]
209,soft,random_error_oracle,1,8,[]
210,soft,random_error_oracle,1,8,[]
211,soft,random_error_oracle,1,8,"[2,1]"
212,soft,random_error_oracle,1,8,[]
213,soft,random_error_oracle,1,8,[]
214,soft,random_error_oracle,1,8,[5]
215,soft,random_error_oracle,1,8,[]
216,soft,random_error_oracle,1,8,[5]
217,soft,random_error_oracle,1,8,"[5,2]"
218,soft,random_error_oracle,1,8,[]
219,soft,random_error_oracle,1,8,[]
220,soft,random_error_oracle,1,8,[]
222,soft,random_error_oracle,1,8,"[5,6]"
223,soft,random_error_oracle,1,8,[2]
224,soft,random_error_oracle,1,8,[]
225,soft,random_error_oracle,1,8,[]
226,soft,random_error_oracle,1,8,[0]
227,soft,random_error_oracle,1,8,[2]
229,soft,random_error_oracle,1,8,[1]
231,soft,random_error_oracle,1,8,"[5,1,2]"
232,soft,random_error_oracle,1,8,[0]
233,soft,random_error_oracle,1,8,[]
236,soft,random_error_oracle,1,8,"[5,1]"
237,soft,random_error_oracle,1,8,[1]
239,soft,random_error_oracle,1,8,"[1,5]"
240,soft,random_error_oracle,1,8,[5]
241,soft,random_error_oracle,1,8,"[6,1,2,0]"
242,soft,random_error_oracle,1,8,[1]
243,soft,random_error_oracle,1,8,[5]
244,soft,random_error_oracle,1,8,[]
245,soft,random_error_oracle,1,8,[5]
246,soft,random_error_oracle,1,8,"[1,0]"
247,soft,random_error_oracle,1,8,[1]
248,soft,random_error_oracle,1,8,"[5,2]"
249,soft,random_error_oracle,1,8,"[5,2]"
250,soft,random_error_oracle,1,8,[2]
251,soft,random_error_oracle,1,8,"[6,1,5]"
252,soft,random_error_oracle,1,8,"[2,5]"
253,soft,random_error_oracle,1,8,[1]
254,soft,random_error_oracle,1,8,[]
255,soft,random_error_oracle,1,8,[]
257,soft,random_error_oracle,1,8,[0]
258,soft,random_error_oracle,1,8,"[6,1,2]"
259,soft,random_error_oracle,1,8,[]
263,soft,random_error_oracle,1,8,"[4,0]"
264,soft,random_error_oracle,1,8,"[5,1,6]"
265,soft,random_error_oracle,1,8,[]
267,soft,random_error_oracle,1,8,"[6,5]"
268,soft,random_error_oracle,1,8,[0]
269,soft,random_error_oracle,1,8,[]
270,soft,random_error_oracle,1,8,[]
271,soft,random_error_oracle,1,8,"[2,5,0]"
272,soft,random_error_oracle,1,8,[]
273,soft,random_error_oracle,1,8,[0]
274,soft,random_error_oracle,1,8,[]
275,soft,random_error_oracle,1,8,"[2,0]"
276,soft,random_error_oracle,1,8,[4]
277,soft,random_error_oracle,1,8,[]
278,soft,random_error_oracle,1,8,[1]
279,soft,random_error_oracle,1,8,[5]
280,soft,random_error_oracle,1,8,"[5,6]"
281,soft,random_error_oracle,1,8,[]
282,soft,random_error_oracle,1,8,"[5,2,1]"
283,soft,random_error_oracle,1,8,[]
284,soft,random_error_oracle,1,8,[1]
285,soft,random_error_oracle,1,8,[]
286,soft,random_error_oracle,1,8,[1]
288,soft,random_error_oracle,1,8,"[1,6,5,3,2]"
290,soft,random_error_oracle,1,8,[]
292,soft,random_error_oracle,1,8,"[5,0]"
293,soft,random_error_oracle,1,8,[]
294,soft,random_error_oracle,1,8,[]
295,soft,random_error_oracle,1,8,[]
296,soft,random_error_oracle,1,8,[]
297,soft,random_error_oracle,1,8,[3]
298,soft,random_error_oracle,1,8,[1]
299,soft,random_error_oracle,1,8,"[0,2,6,1,3]"
302,soft,random_error_oracle,1,8,"[4,1]"
303,soft,random_error_oracle,1,8,[4]
304,soft,random_error_oracle,1,8,[]
306,soft,random_error_oracle,1,8,[]
308,soft,random_error_oracle,1,8,"[5,2]"
309,soft,random_error_oracle,1,8,[]
310,soft,random_error_oracle,1,8,[]
311,soft,random_error_oracle,1,8,[]
313,soft,random_error_oracle,1,8,[2]
315,soft,random_error_oracle,1,8,[2]
317,soft,random_error_oracle,1,8,[]
318,soft,random_error_oracle,1,8,"[1,5]"
319,soft,random_error_oracle,1,8,[2]
320,soft,random_error_oracle,1,8,[2]
321,soft,random_error_oracle,1,8,[]
322,soft,random_error_oracle,1,8,"[3,0,4]"
323,soft,random_error_oracle,1,8,[0]
324,soft,random_error_oracle,1,8,[]
325,soft,random_error_oracle,1,8,"[5,2,0]"
326,soft,random_error_oracle,1,8,"[3,2]"
327,soft,random_error_oracle,1,8,[2]
328,soft,random_error_oracle,1,8,"[0,6]"
329,soft,random_error_oracle,1,8,[]
331,soft,random_error_oracle,1,8,[]
332,soft,random_error_oracle,1,8,[]
333,soft,random_error_oracle,1,8,[5]
334,soft,random_error_oracle,1,8,[0]
335,soft,random_error_oracle,1,8,[5]
337,soft,random_error_oracle,1,8,"[0,5,6]"
338,soft,random_error_oracle,1,8,[2]
339,soft,random_error_oracle,1,8,"[1,5,2]"
340,soft,random_error_oracle,1,8,"[6,0]"
342,soft,random_error_oracle,1,8,[1]
344,soft,random_error_oracle,1,8,"[3,5,2]"
345,soft,random_error_oracle,1,8,[1]
346,soft,random_error_oracle,1,8,"[0,6]"
347,soft,random_error_oracle,1,8,[]
348,soft,random_error_oracle,1,8,"[5,2]"
349,soft,random_error_oracle,1,8,[2]
350,soft,random_error_oracle,1,8,[2]
353,soft,random_error_oracle,1,8,[]
354,soft,random_error_oracle,1,8,[0]
355,soft,random_error_oracle,1,8,[2]
356,soft,random_error_oracle,1,8,"[1,4,0,2,5]"
357,soft,random_error_oracle,1,8,[]
358,soft,random_error_oracle,1,8,"[0,4]"
359,soft,random_error_oracle,1,8,[]
361,soft,random_error_oracle,1,8,[]
362,soft,random_error_oracle,1,8,"[6,2,5]"
363,soft,random_error_oracle,1,8,[]
364,soft,random_error_oracle,1,8,[]
365,soft,random_error_oracle,1,8,[1]
366,soft,random_error_oracle,1,8,"[0,6]"
368,soft,random_error_oracle,1,8,[1]
371,soft,random_error_oracle,1,8,[5]
372,soft,random_error_oracle,1,8,[]
374,soft,random_error_oracle,1,8,[1]
375,soft,random_error_oracle,1,8,"[1,0,6]"
377,soft,random_error_oracle,1,8,[6]
378,soft,random_error_oracle,1,8,"[1,3,5,2]"
380,soft,random_error_oracle,1,8,"[3,5,6,2]"
381,soft,random_error_oracle,1,8,"[0,4,5]"
382,soft,random_error_oracle,1,8,[]
383,soft,random_error_oracle,1,8,[]
384,soft,random_error_oracle,1,8,[]
385,soft,random_error_oracle,1,8,[1]
386,soft,random_error_oracle,1,8,[5]
387,soft,random_error_oracle,1,8,[]
389,soft,random_error_oracle,1,8,[1]
390,soft,random_error_oracle,1,8,"[6,1,0]"
391,soft,random_error_oracle,1,8,"[3,5]"
392,soft,random_error_oracle,1,8,[]
393,soft,random_error_oracle,1,8,[]
394,soft,random_error_oracle,1,8,[0]
396,soft,random_error_oracle,1,8,[]
397,soft,random_error_oracle,1,8,[]
398,soft,random_error_oracle,1,8,"[4,1]"
399,soft,random_error_oracle,1,8,[]
401,soft,random_error_oracle,1,8,"[1,5]"
402,soft,random_error_oracle,1,8,[]
403,soft,random_error_oracle,1,8,[]
404,soft,random_error_oracle,1,8,[5]
405,soft,random_error_oracle,1,8,[]
406,soft,random_error_oracle,1,8,"[1,5]"
407,soft,random_error_oracle,1,8,[2]
409,soft,random_error_oracle,1,8,[1]
410,soft,random_error_oracle,1,8,"[5,6]"
411,soft,random_error_oracle,1,8,[]
412,soft,random_error_oracle,1,8,[]
414,soft,random_error_oracle,1,8,[1]
416,soft,random_error_oracle,1,8,[]
417,soft,random_error_oracle,1,8,"[5,1,6,2]"
418,soft,random_error_oracle,1,8,"[0,1,6]"
419,soft,random_error_oracle,1,8,"[6,5,0]"
420,soft,random_error_oracle,1,8,[]
421,soft,random_error_oracle,1,8,[1]
422,soft,random_error_oracle,1,8,[5]
423,soft,random_error_oracle,1,8,[]
424,soft,random_error_oracle,1,8,[0]
425,soft,random_error_oracle,1,8,[]
428,soft,random_error_oracle,1,8,"[5,0]"
429,soft,random_error_oracle,1,8,[]
430,soft,random_error_oracle,1,8,"[5,0]"
431,soft,random_error_oracle,1,8,[]
