csv_line,case_num,modality,reference,status,resolved_path,decode_error
184,183,derm,A2l/Abl127.jpg,exact,A2l/Abl127.jpg,
184,183,clinic,A2l/Abl126.jpg,exact,A2l/Abl126.jpg,
185,184,derm,A2l/Abl129.jpg,exact,A2l/Abl129.jpg,
185,184,clinic,A2l/Abl128.jpg,exact,A2l/Abl128.jpg,
186,185,derm,A3l/Acl201.jpg,exact,A3l/Acl201.jpg,
186,185,clinic,A3l/Acl200.jpg,exact,A3l/Acl200.jpg,
187,186,derm,A3l/Acl243.jpg,exact,A3l/Acl243.jpg,
187,186,clinic,A3l/Acl242.jpg,exact,A3l/Acl242.jpg,
188,187,derm,A3l/Acl245.jpg,exact,A3l/Acl245.jpg,
188,187,clinic,A3l/Acl244.jpg,exact,A3l/Acl244.jpg,
189,188,derm,A3l/Acl247.jpg,exact,A3l/Acl247.jpg,
189,188,clinic,A3l/Acl246.jpg,exact,A3l/Acl246.jpg,
190,189,derm,A3l/Acl249.jpg,exact,A3l/Acl249.jpg,
190,189,clinic,A3l/Acl248.jpg,exact,A3l/Acl248.jpg,
191,190,derm,A3l/Acl251.jpg,exact,A3l/Acl251.jpg,
191,190,clinic,A3l/Acl250.jpg,exact,A3l/Acl250.jpg,
192,191,derm,A3l/Acl253.jpg,exact,A3l/Acl253.jpg,
192,191,clinic,A3l/Acl252.jpg,exact,A3l/Acl252.jpg,
193,192,derm,A3l/Acl264.jpg,exact,A3l/Acl264.jpg,
193,192,clinic,A3l/Acl265.jpg,exact,A3l/Acl265.jpg,
194,193,derm,Adl/Adl333.jpg,exact,Adl/Adl333.jpg,
194,193,clinic,Adl/Adl332.jpg,exact,Adl/Adl332.jpg,
195,194,derm,Adl/Adl344.jpg,exact,Adl/Adl344.jpg,
195,194,clinic,Adl/Adl343.jpg,exact,Adl/Adl343.jpg,
196,195,derm,Adl/Adl375.jpg,exact,Adl/Adl375.jpg,
196,195,clinic,Adl/Adl374.jpg,exact,Adl/Adl374.jpg,
197,196,derm,A1l/Aal044.jpg,exact,A1l/Aal044.jpg,
197,196,clinic,A1l/Aal043.jpg,exact,A1l/Aal043.jpg,
198,197,derm,A1l/Aal046.jpg,exact,A1l/Aal046.jpg,
198,197,clinic,A1l/Aal045.jpg,exact,A1l/Aal045.jpg,
199,198,derm,A1l/Aal048.jpg,exact,A1l/Aal048.jpg,
199,198,clinic,A1l/Aal047.jpg,exact,A1l/Aal047.jpg,
200,199,derm,A1l/Aal052.jpg,exact,A1l/Aal052.jpg,
200,199,clinic,A1l/Aal051.jpg,exact,A1l/Aal051.jpg,
201,200,derm,A1l/Aal056.jpg,exact,A1l/Aal056.jpg,
201,200,clinic,A1l/Aal055.jpg,exact,A1l/Aal055.jpg,
202,201,derm,A1l/Aal062.jpg,exact,A1l/Aal062.jpg,
202,201,clinic,A1l/Aal061.jpg,exact,A1l/Aal061.jpg,
203,202,derm,A1l/Aal064.jpg,exact,A1l/Aal064.jpg,
203,202,clinic,A1l/Aal063.jpg,exact,A1l/Aal063.jpg,
204,203,derm,A1l/Aal066.jpg,exact,A1l/Aal066.jpg,
204,203,clinic,A1l/Aal065.jpg,exact,A1l/Aal065.jpg,
205,204,derm,A1l/Aal078.jpg,exact,A1l/Aal078.jpg,
205,204,clinic,A1l/Aal077.jpg,exact,A1l/Aal077.jpg,
206,205,derm,A1l/Aal086.jpg,exact,A1l/Aal086.jpg,
206,205,clinic,A1l/Aal085.jpg,exact,A1l/Aal085.jpg,
207,206,derm,A1l/Aal088.jpg,exact,A1l/Aal088.jpg,
207,206,clinic,A1l/Aal087.jpg,exact,A1l/Aal087.jpg,
208,207,derm,A1l/Aal090.jpg,exact,A1l/Aal090.jpg,
208,207,clinic,A1l/Aal089.jpg,exact,A1l/Aal089.jpg,
209,208,derm,A1l/Aal094.jpg,exact,A1l/Aal094.jpg,
209,208,clinic,A1l/Aal093.jpg,exact,A1l/Aal093.jpg,
210,209,derm,A1l/Aal096.jpg,exact,A1l/Aal096.jpg,
210,209,clinic,A1l/Aal095.jpg,exact,A1l/Aal095.jpg,
211,210,derm,A1l/Aal099bis.jpg,exact,A1l/Aal099bis.jpg,
211,210,clinic,A1l/Aal099.jpg,exact,A1l/Aal099.jpg,
212,211,derm,Ael/Ael477.jpg,exact,Ael/Ael477.jpg,
212,211,clinic,Ael/Ael476.jpg,exact,Ael/Ael476.jpg,
213,212,derm,A2l/Abl135.jpg,exact,A2l/Abl135.jpg,
213,212,clinic,A2l/Abl134.jpg,exact,A2l/Abl134.jpg,
214,213,derm,A2l/Abl137.jpg,exact,A2l/Abl137.jpg,
214,213,clinic,A2l/Abl136.jpg,exact,A2l/Abl136.jpg,
215,214,derm,A2l/Abl139.jpg,exact,A2l/Abl139.jpg,
215,214,clinic,A2l/Abl138.jpg,exact,A2l/Abl138.jpg,
216,215,derm,A2l/Abl141.jpg,exact,A2l/Abl141.jpg,
216,215,clinic,A2l/Abl140.jpg,exact,A2l/Abl140.jpg,
217,216,derm,A2l/Abl191.jpg,exact,A2l/Abl191.jpg,
217,216,clinic,A2l/Abl190.jpg,exact,A2l/Abl190.jpg,
218,217,derm,A3l/Acl219.jpg,exact,A3l/Acl219.jpg,
218,217,clinic,A3l/Acl218.jpg,exact,A3l/Acl218.jpg,
219,218,derm,A3l/Acl223.jpg,exact,A3l/Acl223.jpg,
219,218,clinic,A3l/Acl222.jpg,exact,A3l/Acl222.jpg,
220,219,derm,A3l/Acl281.jpg,exact,A3l/Acl281.jpg,
220,219,clinic,A3l/Acl280.jpg,exact,A3l/Acl280.jpg,
221,220,derm,A3l/Acl283.jpg,exact,A3l/Acl283.jpg,
221,220,clinic,A3l/Acl282.jpg,exact,A3l/Acl282.jpg,
222,221,derm,A3l/Acl287.jpg,exact,A3l/Acl287.jpg,
222,221,clinic,A3l/Acl286.jpg,exact,A3l/Acl286.jpg,
223,222,derm,Adl/Adl319.jpg,exact,Adl/Adl319.jpg,
223,222,clinic,Adl/Adl318.jpg,exact,Adl/Adl318.jpg,
224,223,derm,Adl/Adl391.jpg,exact,Adl/Adl391.jpg,
224,223,clinic,Adl/Adl390.jpg,exact,Adl/Adl390.jpg,
225,224,derm,Ael/Ael435.jpg,exact,Ael/Ael435.jpg,
225,224,clinic,Ael/Ael434.jpg,exact,Ael/Ael434.jpg,
226,225,derm,Ael/Ael448.jpg,exact,Ael/Ael448.jpg,
226,225,clinic,Ael/Ael447.jpg,exact,Ael/Ael447.jpg,
227,226,derm,Ael/Ael481.jpg,exact,Ael/Ael481.jpg,
227,226,clinic,Ael/Ael480.jpg,exact,Ael/Ael480.jpg,
228,227,derm,Adl/Adl362.jpg,exact,Adl/Adl362.jpg,
228,227,clinic,Adl/Adl361.jpg,exact,Adl/Adl361.jpg,
229,228,derm,A1l/Aal010.jpg,exact,A1l/Aal010.jpg,
229,228,clinic,A1l/Aal009.jpg,exact,A1l/Aal009.jpg,
230,229,derm,A1l/Aal012.jpg,exact,A1l/Aal012.jpg,
230,229,clinic,A1l/Aal011.jpg,exact,A1l/Aal011.jpg,
231,230,derm,A2l/Abl143.jpg,exact,A2l/Abl143.jpg,
231,230,clinic,A2l/Abl142.jpg,exact,A2l/Abl142.jpg,
232,231,derm,A2l/Abl145.jpg,exact,A2l/Abl145.jpg,
232,231,clinic,A2l/Abl144.jpg,exact,A2l/Abl144.jpg,
233,232,derm,A2l/Abl151.jpg,exact,A2l/Abl151.jpg,
233,232,clinic,A2l/Abl150.jpg,exact,A2l/Abl150.jpg,
234,233,derm,A2l/Abl153.jpg,exact,A2l/Abl153.jpg,
234,233,clinic,A2l/Abl152.jpg,exact,A2l/Abl152.jpg,
235,234,derm,A2l/Abl155.jpg,exact,A2l/Abl155.jpg,
235,234,clinic,A2l/Abl154.jpg,exact,A2l/Abl154.jpg,
236,235,derm,A2l/Abl147.jpg,exact,A2l/Abl147.jpg,
236,235,clinic,A2l/Abl146.jpg,exact,A2l/Abl146.jpg,
237,236,derm,A2l/Abl157.jpg,exact,A2l/Abl157.jpg,
237,236,clinic,A2l/Abl156.jpg,exact,A2l/Abl156.jpg,
238,237,derm,A2l/Abl161.jpg,exact,A2l/Abl161.jpg,
238,237,clinic,A2l/Abl160.jpg,exact,A2l/Abl160.jpg,
239,238,derm,A2l/Abl163.jpg,exact,A2l/Abl163.jpg,
239,238,clinic,A2l/Abl162.jpg,exact,A2l/Abl162.jpg,
240,239,derm,A2l/Abl165.jpg,exact,A2l/Abl165.jpg,
240,239,clinic,A2l/Abl164.jpg,exact,A2l/Abl164.jpg,
241,240,derm,A2l/Abl167.jpg,exact,A2l/Abl167.jpg,
241,240,clinic,A2l/Abl166.jpg,exact,A2l/Abl166.jpg,
242,241,derm,A2l/Abl168.jpg,exact,A2l/Abl168.jpg,
242,241,clinic,A2l/Abl169.jpg,exact,A2l/Abl169.jpg,
243,242,derm,A2l/Abl171.jpg,exact,A2l/Abl171.jpg,
243,242,clinic,A2l/Abl170.jpg,exact,A2l/Abl170.jpg,
244,243,derm,A2l/Abl175.jpg,exact,A2l/Abl175.jpg,
244,243,clinic,A2l/Abl174.jpg,exact,A2l/Abl174.jpg,
245,244,derm,A2l/Abl177.jpg,exact,A2l/Abl177.jpg,
245,244,clinic,A2l/Abl176.jpg,exact,A2l/Abl176.jpg,
246,245,derm,A2l/Abl179.jpg,exact,A2l/Abl179.jpg,
246,245,clinic,A2l/Abl178.jpg,exact,A2l/Abl178.jpg,
247,246,derm,A2l/Abl185.jpg,exact,A2l/Abl185.jpg,
247,246,clinic,A2l/Abl184.jpg,exact,A2l/Abl184.jpg,
248,247,derm,A2l/Abl195.jpg,exact,A2l/Abl195.jpg,
248,247,clinic,A2l/Abl194.jpg,exact,A2l/Abl194.jpg,
249,248,derm,A3l/Acl215.jpg,exact,A3l/Acl215.jpg,
249,248,clinic,A3l/Acl214.jpg,exact,A3l/Acl214.jpg,
250,249,derm,A3l/Acl217.jpg,exact,A3l/Acl217.jpg,
250,249,clinic,A3l/Acl216.jpg,exact,A3l/Acl216.jpg,
251,250,derm,A3l/Acl221.jpg,exact,A3l/Acl221.jpg,
251,250,clinic,A3l/Acl220.jpg,exact,A3l/Acl220.jpg,
252,251,derm,A3l/Acl235.jpg,exact,A3l/Acl235.jpg,
252,251,clinic,A3l/Acl234.jpg,exact,A3l/Acl234.jpg,
253,252,derm,A3l/Acl239.jpg,exact,A3l/Acl239.jpg,
253,252,clinic,A3l/Acl238.jpg,exact,A3l/Acl238.jpg,
254,253,derm,A3l/Acl241.jpg,exact,A3l/Acl241.jpg,
254,253,clinic,A3l/Acl240.jpg,exact,A3l/Acl240.jpg,
255,254,derm,A3l/Acl259.jpg,exact,A3l/Acl259.jpg,
255,254,clinic,A3l/Acl258.jpg,exact,A3l/Acl258.jpg,
256,255,derm,A3l/Acl271.jpg,exact,A3l/Acl271.jpg,
256,255,clinic,A3l/Acl270.jpg,exact,A3l/Acl270.jpg,
257,256,derm,A3l/Acl279.jpg,exact,A3l/Acl279.jpg,
257,256,clinic,A3l/Acl278.jpg,exact,A3l/Acl278.jpg,
258,257,derm,A3l/Acl299.jpg,exact,A3l/Acl299.jpg,
258,257,clinic,A3l/Acl298.jpg,exact,A3l/Acl298.jpg,
259,258,derm,A1l/Aal004.jpg,exact,A1l/Aal004.jpg,
259,258,clinic,A1l/Aal003.jpg,exact,A1l/Aal003.jpg,
260,259,derm,Adl/Adl311.jpg,exact,Adl/Adl311.jpg,
260,259,clinic,Adl/Adl310.jpg,exact,Adl/Adl310.jpg,
261,260,derm,Adl/Adl321.jpg,exact,Adl/Adl321.jpg,
261,260,clinic,Adl/Adl320.jpg,exact,Adl/Adl320.jpg,
262,261,derm,Adl/Adl329.jpg,exact,Adl/Adl329.jpg,
262,261,clinic,Adl/Adl328.jpg,exact,Adl/Adl328.jpg,
263,262,derm,Adl/Adl335.jpg,exact,Adl/Adl335.jpg,
263,262,clinic,Adl/Adl334.jpg,exact,Adl/Adl334.jpg,
264,263,derm,Adl/Adl340.jpg,exact,Adl/Adl340.jpg,
264,263,clinic,Adl/Adl339.jpg,exact,Adl/Adl339.jpg,
265,264,derm,Adl/Adl346.jpg,exact,Adl/Adl346.jpg,
265,264,clinic,Adl/Adl345.jpg,exact,Adl/Adl345.jpg,
266,265,derm,Adl/Adl348.jpg,exact,Adl/Adl348.jpg,
266,265,clinic,Adl/Adl347.jpg,exact,Adl/Adl347.jpg,
267,266,derm,Adl/Adl350.jpg,exact,Adl/Adl350.jpg,
267,266,clinic,Adl/Adl349.jpg,exact,Adl/Adl349.jpg,
268,267,derm,Adl/Adl356.jpg,exact,Adl/Adl356.jpg,
268,267,clinic,Adl/Adl355.jpg,exact,Adl/Adl355.jpg,
269,268,derm,Adl/Adl366.jpg,exact,Adl/Adl366.jpg,
269,268,clinic,Adl/Adl365.jpg,exact,Adl/Adl365.jpg,
270,269,derm,Adl/Adl371.jpg,exact,Adl/Adl371.jpg,
270,269,clinic,Adl/Adl370.jpg,exact,Adl/Adl370.jpg,
271,270,derm,Ael/Ael413.jpg,exact,Ael/Ael413.jpg,
271,270,clinic,Ael/Ael412.jpg,exact,Ael/Ael412.jpg,
272,271,derm,Ael/Ael419.jpg,exact,Ael/Ael419.jpg,
272,271,clinic,Ael/Ael418.jpg,exact,Ael/Ael418.jpg,
273,272,derm,Ael/Ael425.jpg,exact,Ael/Ael425.jpg,
273,272,clinic,Ael/Ael424.jpg,exact,Ael/Ael424.jpg,
274,273,derm,Ael/Ael431.jpg,exact,Ael/Ael431.jpg,
274,273,clinic,Ael/Ael430.jpg,exact,Ael/Ael430.jpg,
275,274,derm,Ael/Ael433.jpg,exact,Ael/Ael433.jpg,
275,274,clinic,Ael/Ael432.jpg,exact,Ael/Ael432.jpg,
276,275,derm,Ael/Ael452.jpg,exact,Ael/Ael452.jpg,
276,275,clinic,Ael/Ael451.jpg,exact,Ael/Ael451.jpg,
277,276,derm,Ael/Ael467.jpg,exact,Ael/Ael467.jpg,
277,276,clinic,Ael/Ael466.jpg,exact,Ael/Ael466.jpg,
278,277,derm,Ael/Ael471.jpg,exact,Ael/Ael471.jpg,
278,277,clinic,Ael/Ael470.jpg,exact,Ael/Ael470.jpg,
279,278,derm,A1l/Aal006.jpg,exact,A1l/Aal006.jpg,
279,278,clinic,A1l/Aal005.jpg,exact,A1l/Aal005.jpg,
280,279,derm,Ael/Ael517.jpg,exact,Ael/Ael517.jpg,
280,279,clinic,Ael/Ael516.jpg,exact,Ael/Ael516.jpg,
281,280,derm,Ael/Ael523.jpg,exact,Ael/Ael523.jpg,
281,280,clinic,Ael/Ael522.jpg,exact,Ael/Ael522.jpg,
282,281,derm,Ael/Ael525.jpg,exact,Ael/Ael525.jpg,
282,281,clinic,Ael/Ael524.jpg,exact,Ael/Ael524.jpg,
283,282,derm,A1l/Aal008.jpg,exact,A1l/Aal008.jpg,
283,282,clinic,A1l/Aal007.jpg,exact,A1l/Aal007.jpg,
284,283,derm,Gzl/gzl56.jpg,exact,Gzl/gzl56.jpg,
284,283,clinic,Gzl/gzl55.jpg,exact,Gzl/gzl55.jpg,
285,284,derm,Gzl/gzl08.jpg,exact,Gzl/gzl08.jpg,
285,284,clinic,Gzl/gzl07.jpg,exact,Gzl/gzl07.jpg,
286,285,derm,Gzl/gzl62.jpg,exact,Gzl/gzl62.jpg,
286,285,clinic,Gzl/gzl61.jpg,exact,Gzl/gzl61.jpg,
287,286,derm,Gzl/gzl66.jpg,exact,Gzl/gzl66.jpg,
287,286,clinic,Gzl/gzl65.jpg,exact,Gzl/gzl65.jpg,
288,287,derm,Gzl/gzl22.jpg,exact,Gzl/gzl22.jpg,
288,287,clinic,Gzl/gzl21.jpg,exact,Gzl/gzl21.jpg,
289,288,derm,Gzl/gzl70.jpg,exact,Gzl/gzl70.jpg,
289,288,clinic,Gzl/gzl69.jpg,exact,Gzl/gzl69.jpg,
290,289,derm,Gzl/gzl10.jpg,exact,Gzl/gzl10.jpg,
290,289,clinic,Gzl/gzl09.jpg,exact,Gzl/gzl09.jpg,
291,290,derm,Gzl/gzl80.jpg,exact,Gzl/gzl80.jpg,
291,290,clinic,Gzl/gzl79.jpg,exact,Gzl/gzl79.jpg,
292,291,derm,Gzl/gzl84.jpg,exact,Gzl/gzl84.jpg,
292,291,clinic,Gzl/gzl83.jpg,exact,Gzl/gzl83.jpg,
293,292,derm,Gzl/gzl86.jpg,exact,Gzl/gzl86.jpg,
293,292,clinic,Gzl/gzl85.jpg,exact,Gzl/gzl85.jpg,
294,293,derm,Gzl/gzl32.jpg,exact,Gzl/gzl32.jpg,
294,293,clinic,Gzl/gzl31.jpg,exact,Gzl/gzl31.jpg,
295,294,derm,Gzl/gzl34.jpg,exact,Gzl/gzl34.jpg,
295,294,clinic,Gzl/gzl33.jpg,exact,Gzl/gzl33.jpg,
296,295,derm,Gzl/gzl36.jpg,exact,Gzl/gzl36.jpg,
296,295,clinic,Gzl/gzl35.jpg,exact,Gzl/gzl35.jpg,
297,296,derm,Gzl/gzl54.jpg,exact,Gzl/gzl54.jpg,
297,296,clinic,Gzl/gzl53.jpg,exact,Gzl/gzl53.jpg,
298,297,derm,Gal/Gal232.jpg,exact,Gal/Gal232.jpg,
298,297,clinic,Gal/Gal231.jpg,exact,Gal/Gal231.jpg,
299,298,derm,Gal/Gal010.jpg,exact,Gal/Gal010.jpg,
299,298,clinic,Gal/Gal009.jpg,exact,Gal/Gal009.jpg,
300,299,derm,Gal/Gal016.jpg,exact,Gal/Gal016.jpg,
300,299,clinic,Gal/Gal015.jpg,exact,Gal/Gal015.jpg,
301,300,derm,Gal/Gal025.jpg,exact,Gal/Gal025.jpg,
301,300,clinic,Gal/Gal024.jpg,exact,Gal/Gal024.jpg,
302,301,derm,Gal/Gal045.jpg,exact,Gal/Gal045.jpg,
302,301,clinic,Gal/Gal044.jpg,exact,Gal/Gal044.jpg,
303,302,derm,Gal/Gal047.jpg,exact,Gal/Gal047.jpg,
303,302,clinic,Gal/Gal046.jpg,exact,Gal/Gal046.jpg,
304,303,derm,Gal/Gal049.jpg,exact,Gal/Gal049.jpg,
304,303,clinic,Gal/Gal048.jpg,exact,Gal/Gal048.jpg,
305,304,derm,Gal/Gal043.jpg,exact,Gal/Gal043.jpg,
305,304,clinic,Gal/Gal042.jpg,exact,Gal/Gal042.jpg,
306,305,derm,Gal/Gal006.jpg,exact,Gal/Gal006.jpg,
306,305,clinic,Gal/Gal005.jpg,exact,Gal/Gal005.jpg,
307,306,derm,Gal/Gal058.jpg,exact,Gal/Gal058.jpg,
307,306,clinic,Gal/Gal057.jpg,exact,Gal/Gal057.jpg,
308,307,derm,Gal/Gal230.jpg,exact,Gal/Gal230.jpg,
308,307,clinic,Gal/Gal229.jpg,exact,Gal/Gal229.jpg,
309,308,derm,Gal/Gal152.jpg,exact,Gal/Gal152.jpg,
309,308,clinic,Gal/Gal151.jpg,exact,Gal/Gal151.jpg,
310,309,derm,FAL/Fal020.jpg,exact,FAL/Fal020.jpg,
310,309,clinic,FAL/Fal019.jpg,exact,FAL/Fal019.jpg,
311,310,derm,FAL/Fal024.jpg,exact,FAL/Fal024.jpg,
311,310,clinic,FAL/Fal023.jpg,exact,FAL/Fal023.jpg,
312,311,derm,FAL/FAL036.JPG,exact,FAL/FAL036.JPG,
312,311,clinic,FAL/Fal035.jpg,exact,FAL/Fal035.jpg,
313,312,derm,FAL/FAL038.JPG,exact,FAL/FAL038.JPG,
313,312,clinic,FAL/Fal037.jpg,exact,FAL/Fal037.jpg,
314,313,derm,FAL/FAL042.JPG,exact,FAL/FAL042.JPG,
314,313,clinic,FAL/Fal041.jpg,exact,FAL/Fal041.jpg,
315,314,derm,FAL/FAL044.JPG,exact,FAL/FAL044.JPG,
315,314,clinic,FAL/Fal043.jpg,exact,FAL/Fal043.jpg,
316,315,derm,FAL/Fal050.jpg,exact,FAL/Fal050.jpg,
316,315,clinic,FAL/Fal049.jpg,exact,FAL/Fal049.jpg,
317,316,derm,FAL/FAL054.JPG,exact,FAL/FAL054.JPG,
317,316,clinic,FAL/Fal053.jpg,exact,FAL/Fal053.jpg,
318,317,derm,FAL/Fal064.jpg,exact,FAL/Fal064.jpg,
318,317,clinic,FAL/Fal063.jpg,exact,FAL/Fal063.jpg,
319,318,derm,FAL/Fal072.jpg,exact,FAL/Fal072.jpg,
319,318,clinic,FAL/Fal071.jpg,exact,FAL/Fal071.jpg,
320,319,derm,FAL/Fal090.jpg,exact,FAL/Fal090.jpg,
320,319,clinic,FAL/Fal089.jpg,exact,FAL/Fal089.jpg,
321,320,derm,FAL/Fal100.jpg,exact,FAL/Fal100.jpg,
321,320,clinic,FAL/Fal099.jpg,exact,FAL/Fal099.jpg,
322,321,derm,FBL/Fbl002.jpg,exact,FBL/Fbl002.jpg,
322,321,clinic,FBL/Fbl001.jpg,exact,FBL/Fbl001.jpg,
323,322,derm,FBL/Fbl004.jpg,exact,FBL/Fbl004.jpg,
323,322,clinic,FBL/FBL003.JPG,exact,FBL/FBL003.JPG,
324,323,derm,FBL/Fbl006.jpg,exact,FBL/Fbl006.jpg,
324,323,clinic,FBL/Fbl005.jpg,exact,FBL/Fbl005.jpg,
325,324,derm,FBL/Fbl010.jpg,exact,FBL/Fbl010.jpg,
325,324,clinic,FBL/FBL009.JPG,exact,FBL/FBL009.JPG,
326,325,derm,FBL/FBL012.JPG,exact,FBL/FBL012.JPG,
326,325,clinic,FBL/Fbl011.jpg,exact,FBL/Fbl011.jpg,
327,326,derm,Fll/Fll019.jpg,exact,Fll/Fll019.jpg,
327,326,clinic,Fll/Fll018.jpg,exact,Fll/Fll018.jpg,
328,327,derm,Fll/Fll021.jpg,exact,Fll/Fll021.jpg,
328,327,clinic,Fll/Fll020.jpg,exact,Fll/Fll020.jpg,
329,328,derm,FBL/Fbl022.jpg,exact,FBL/Fbl022.jpg,
329,328,clinic,FBL/Fbl021.jpg,exact,FBL/Fbl021.jpg,
330,329,derm,FBL/Fbl024.jpg,exact,FBL/Fbl024.jpg,
330,329,clinic,FBL/Fbl023.jpg,exact,FBL/Fbl023.jpg,
331,330,derm,Fll/Fll023.jpg,exact,Fll/Fll023.jpg,
331,330,clinic,Fll/Fll022.jpg,exact,Fll/Fll022.jpg,
332,331,derm,FBL/Fbl036.jpg,exact,FBL/Fbl036.jpg,
332,331,clinic,FBL/Fbl035.jpg,exact,FBL/Fbl035.jpg,
333,332,derm,FBL/Fbl038.jpg,exact,FBL/Fbl038.jpg,
333,332,clinic,FBL/Fbl037.jpg,exact,FBL/Fbl037.jpg,
334,333,derm,FBL/Fbl044.jpg,exact,FBL/Fbl044.jpg,
334,333,clinic,FBL/FBL043.JPG,exact,FBL/FBL043.JPG,
335,334,derm,FBL/Fbl048.jpg,exact,FBL/Fbl048.jpg,
335,334,clinic,FBL/FBL047.JPG,exact,FBL/FBL047.JPG,
336,335,derm,FBL/Fbl054.jpg,exact,FBL/Fbl054.jpg,
336,335,clinic,FBL/Fbl053.jpg,exact,FBL/Fbl053.jpg,
337,336,derm,FBL/Fbl056.jpg,exact,FBL/Fbl056.jpg,
337,336,clinic,FBL/Fbl055.jpg,exact,FBL/Fbl055.jpg,
338,337,derm,FBL/FBL062.JPG,exact,FBL/FBL062.JPG,
338,337,clinic,FBL/FBL061.JPG,exact,FBL/FBL061.JPG,
339,338,derm,FBL/Fbl064.jpg,exact,FBL/Fbl064.jpg,
339,338,clinic,FBL/Fbl063.jpg,exact,FBL/Fbl063.jpg,
340,339,derm,FBL/Fbl068.jpg,exact,FBL/Fbl068.jpg,
340,339,clinic,FBL/Fbl067.jpg,exact,FBL/Fbl067.jpg,
341,340,derm,FBL/Fbl072.jpg,exact,FBL/Fbl072.jpg,
341,340,clinic,FBL/FBL071.JPG,exact,FBL/FBL071.JPG,
342,341,derm,FBL/Fbl074.jpg,exact,FBL/Fbl074.jpg,
342,341,clinic,FBL/Fbl073.jpg,exact,FBL/Fbl073.jpg,
343,342,derm,FBL/Fbl076.jpg,exact,FBL/Fbl076.jpg,
343,342,clinic,FBL/Fbl075.jpg,exact,FBL/Fbl075.jpg,
344,343,derm,FBL/Fbl080.jpg,exact,FBL/Fbl080.jpg,
344,343,clinic,FBL/Fbl079.jpg,exact,FBL/Fbl079.jpg,
345,344,derm,FBL/Fbl088.jpg,exact,FBL/Fbl088.jpg,
345,344,clinic,FBL/Fbl087.jpg,exact,FBL/Fbl087.jpg,
346,345,derm,FBL/Fbl090.jpg,exact,FBL/Fbl090.jpg,
346,345,clinic,FBL/Fbl089.jpg,exact,FBL/Fbl089.jpg,
347,346,derm,FBL/Fbl092.jpg,exact,FBL/Fbl092.jpg,
347,346,clinic,FBL/Fbl091.jpg,exact,FBL/Fbl091.jpg,
348,347,derm,FBL/Fbl094.jpg,exact,FBL/Fbl094.jpg,
348,347,clinic,FBL/Fbl093.jpg,exact,FBL/Fbl093.jpg,
349,348,derm,FBL/Fbl098.jpg,exact,FBL/Fbl098.jpg,
349,348,clinic,FBL/Fbl097.jpg,exact,FBL/Fbl097.jpg,
350,349,derm,Fll/Fll035.jpg,exact,Fll/Fll035.jpg,
350,349,clinic,Fll/Fll034.jpg,exact,Fll/Fll034.jpg,
351,350,derm,Fll/Fll037.jpg,exact,Fll/Fll037.jpg,
351,350,clinic,Fll/Fll036.jpg,exact,Fll/Fll036.jpg,
352,351,derm,Fll/Fll039.jpg,exact,Fll/Fll039.jpg,
352,351,clinic,Fll/Fll038.jpg,exact,Fll/Fll038.jpg,
353,352,derm,FCL/Fcl010.jpg,exact,FCL/Fcl010.jpg,
353,352,clinic,FCL/Fcl009.jpg,exact,FCL/Fcl009.jpg,
354,353,derm,FCL/Fcl012.jpg,exact,FCL/Fcl012.jpg,
354,353,clinic,FCL/FCL011.JPG,exact,FCL/FCL011.JPG,
355,354,derm,FCL/Fcl014.jpg,exact,FCL/Fcl014.jpg,
355,354,clinic,FCL/Fcl013.jpg,exact,FCL/Fcl013.jpg,
356,355,derm,FCL/FCL018.JPG,exact,FCL/FCL018.JPG,
356,355,clinic,FCL/FCL017.JPG,exact,FCL/FCL017.JPG,
357,356,derm,Fll/Fll041.jpg,exact,Fll/Fll041.jpg,
357,356,clinic,Fll/Fll040.jpg,exact,Fll/Fll040.jpg,
358,357,derm,FCL/Fcl024.jpg,exact,FCL/Fcl024.jpg,
358,357,clinic,FCL/FCL023.JPG,exact,FCL/FCL023.JPG,
359,358,derm,FCL/Fcl028.jpg,exact,FCL/Fcl028.jpg,
359,358,clinic,FCL/Fcl027.jpg,exact,FCL/Fcl027.jpg,
360,359,derm,FCL/Fcl030.jpg,exact,FCL/Fcl030.jpg,
360,359,clinic,FCL/Fcl029.jpg,exact,FCL/Fcl029.jpg,
361,360,derm,FCL/Fcl032.jpg,exact,FCL/Fcl032.jpg,
361,360,clinic,FCL/FCL031.JPG,exact,FCL/FCL031.JPG,
362,361,derm,FCL/Fcl034.jpg,exact,FCL/Fcl034.jpg,
362,361,clinic,FCL/Fcl033.jpg,exact,FCL/Fcl033.jpg,
363,362,derm,FCL/Fcl036.jpg,exact,FCL/Fcl036.jpg,
363,362,clinic,FCL/Fcl035.jpg,exact,FCL/Fcl035.jpg,
364,363,derm,FCL/Fcl038.jpg,exact,FCL/Fcl038.jpg,
364,363,clinic,FCL/FCL037.JPG,exact,FCL/FCL037.JPG,
365,364,derm,Fll/Fll043.jpg,exact,Fll/Fll043.jpg,
365,364,clinic,Fll/Fll042.jpg,exact,Fll/Fll042.jpg,
366,365,derm,FCL/Fcl048.jpg,exact,FCL/Fcl048.jpg,
366,365,clinic,FCL/FCL047.JPG,exact,FCL/FCL047.JPG,
367,366,derm,FCL/Fcl050.jpg,exact,FCL/Fcl050.jpg,
